angDist,_Glon,_Glat,_RAJ2000,_DEJ2000,2MASS,more,RAJ2000,DEJ2000,Cluster,YSO,Num,RV,e_RV,Vrot,e_Vrot,Teff,e_Teff,log(g),e_log(g),Veil,e_Veil,SB2,chi2,Slope,Lchi2,LSlope,q,e_q,SimbadName,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.073445,160.4510759378,-18.4278262577,55.63715744,31.70571136,2M03423291+3142205,*,55.63715744,31.70571136,IC 348,2,16,14.8,0.0703,10.9,0.216,4140.0,5.5,4.48,0.0187,0.356,0.00717,1,0.941,0.271,0.941,0.271,1e+20,1e+20,2MASS J03423291+3142205,55.63717936367,31.70570309398,0.0016002,0.001073,74.74,216573420958954112,55.63720671837,0.0705,31.7056710097,0.0522,3.3394,0.0796,41.9451,8.918,5.236,0.098,-7.219,0.071,235,-1.2357,281.07,0.222,1.831,31,1e+20,1e+20,15,0.942,0,3728.43,17.2172,16.758553,288.151,15.6189,19.189493,5677.99,15.362409,1.6,3.827085,1e+20,1e+20,0,1e+20,1e+20,146040556371777419,999999,999999,609036350,0.005721,0.058917,0.024013,16.758553,0.005721,3728.43,0.002,1.5694,1.1176,0.204
0.029772,160.2927367227,-18.1864705916,55.68170166,31.98752403,2M03424360+3159150,*,55.68170166,31.98752403,IC 348,3,16,15.8,0.149,36.4,0.227,4770.0,10.3,4.48,0.0191,0.000284,0.000859,1,0.909,1.27,0.909,1.27,1e+20,1e+20,2MASS J03424360+3159150,55.68169957735,31.98753210907,0.0005815,0.0004776,87.71,216684162396621952,55.6817220108,0.0318,31.98750135913,0.0225,3.2137,0.0344,93.3591,8.136,4.281,0.036,-6.919,0.03,225,1.7845,260.12,0.101,1.931,31,1e+20,1e+20,15,1.085,0,18019.3,23.1776,15.04802,3438.93,19.2896,16.497484,22496.0,13.867633,1.439,2.629851,1e+20,1e+20,0,1e+20,1e+20,146380556817065619,999999,999999,610036614,0.003089,0.006699,0.005095,15.04802,0.003089,18019.3,0.013,0.5814,0.4778,0.0158
0.062946,160.4101384479,-18.2903659157,55.70497513,31.8364048,2M03424919+3150110,*,55.70497513,31.8364048,IC 348,2,16,14.9,0.0878,12.2,0.236,3870.0,5.82,4.48,0.0221,0.252,0.00931,1,1.22,0.835,1.22,0.835,1e+20,1e+20,2MASS J03424919+3150110,55.70499484026,31.83640983266,0.0039175,0.0027266,66.56,216576547695143424,55.70502015616,0.1742,31.83638048638,0.1319,2.8047,0.1992,14.0764,8.186,4.839,0.235,-6.603,0.187,243,3.0214,703.08,1.178,17.61,95,1.0256,0.0425,15,1.14,0,1439.68,3.73574,17.791702,85.4551,8.61676,20.509197,2523.62,16.242834,1.812,4.266363,1e+20,1e+20,0,1e+20,1e+20,146200557049934270,999999,999999,610036617,0.003941,0.109514,0.009198,17.766111,0.003894,1474.01,0.155,3.7544,2.9472,0.2609
0.108687,160.5206757771,-18.407587933,55.71211243,31.67920494,2M03425090+3140451,*,55.71211243,31.67920494,IC 348,3,16,15.2,0.225,21.8,0.39,2970.0,7.64,4.45,0.0374,0.00482,0.00537,1,0.667,0.636,0.667,0.636,1e+20,1e+20,2MASS J03425090+3140451,55.71214394975,31.67919108358,0.0078062,0.005482,72.69,216570324286846336,55.71216341121,0.3506,31.67916476634,0.2783,3.4434,0.3941,8.7367,6.996,3.726,0.481,-5.921,0.367,187,0.9899,261.47,1.201,3.651,95,1.0495,0.0796,12,1.051,0,427.214,2.62154,19.110754,70.645,15.219,20.71584,778.633,17.519564,1.988,3.196276,1e+20,1e+20,0,1e+20,1e+20,146010557121285605,999999,999999,609036364,0.00721,0.233916,0.024842,19.085163,0.007067,437.403,0.478,7.6291,5.7259,0.2008
0.096973,160.4978768165,-18.3605466953,55.72780228,31.72923279,2M03425467+3143452,*,55.72780228,31.72923279,IC 348,3,16,15.9,0.417,78.1,0.618,5650.0,20.3,4.43,0.0284,0.221,0.0125,1,0.348,0.105,1e+20,1e+20,1e+20,1e+20,2MASS J03425467+3143452,55.72783094423,31.72922133518,0.0005245,0.0003708,85.68,216570775259098752,55.72785437527,0.0247,31.72919457123,0.0175,3.1939,0.0288,110.8721,7.508,4.484,0.033,-6.022,0.024,197,-1.1845,160.63,0.0,0.0,31,1e+20,1e+20,12,0.938,0,37207.0,34.1369,14.260805,8653.37,37.0221,15.49558,43095.0,13.161829,1.391,2.333751,1e+20,1e+20,0,1e+20,1e+20,146070557278205637,999999,999999,609036366,0.00293,0.005419,0.00443,14.260805,0.00293,37207.0,0.009,0.5238,0.3718,0.0531
0.448099,160.2541477267,-18.0392946322,55.75894928,32.12434387,2M03430214+3207276,*,55.75894928,32.12434387,IC 348,3,4,14.8,0.289,15.1,0.751,3120.0,13.6,4.73,0.0564,0.195,0.0256,1,0.0569,0.154,0.0569,0.154,1e+20,1e+20,2MASS J03430214+3207276,55.75880282641,32.12433340082,0.0026287,0.0017032,104.89,216686773735019264,55.75882832558,0.1303,32.12430006713,0.0896,3.2616,0.1304,25.0069,8.936,4.859,0.158,-7.5,0.111,182,-2.9993,280.44,0.508,4.624,95,1.0835,0.0282,13,0.843,0,2215.32,5.54995,17.323774,356.645,27.1365,18.957952,5617.31,15.374074,2.697,3.583879,1e+20,1e+20,0,1e+20,1e+20,999999,999999,999999,611037681,0.003872,0.082659,0.045998,17.298183,0.003828,2268.16,1.132,2.5779,1.7792,-0.2171
0.036118,160.4590460884,-18.2488857781,55.77822113,31.83873367,2M03430677+3150194,*,55.77822113,31.83873367,IC 348,3,16,14.8,0.417,26.9,0.708,3040.0,12.1,4.57,0.0528,0.154,0.0234,1,0.493,0.835,0.493,0.835,1e+20,1e+20,2MASS J03430677+3150194,55.77822586649,31.83874286043,0.0052856,0.0033125,53.27,216576199802112896,55.77824551741,0.2858,31.83871359834,0.2175,3.5053,0.2922,11.9956,7.58,3.756,0.297,-6.584,0.266,188,-0.3753,292.3,0.85,3.269,95,0.9782,0.0571,13,0.979,0,694.757,1.67121,18.582785,29.3945,5.51113,21.667875,1211.18,17.039871,1.786,4.628004,1e+20,1e+20,0,1e+20,1e+20,146200557782237068,999999,999999,610036626,0.003796,0.203582,0.01019,18.557194,0.003755,711.327,0.078,4.6766,4.1279,0.4212
0.097454,160.2363991758,-17.9917453797,55.77936935,32.1717453,2M03430704+3210182,*,55.77936935,32.1717453,IC 348,3,4,14.1,0.124,7.72,0.517,4010.0,9.0,4.62,0.0363,0.164,0.0145,1,0.132,0.205,0.132,0.205,1e+20,1e+20,2MASS J03430704+3210182,55.77939955901,32.17175418597,0.0011278,0.0007724,94.53,216690308493482624,55.77942531117,0.0595,32.17172890273,0.0372,3.1966,0.0632,50.5434,7.511,4.905,0.069,-5.689,0.049,216,1.212,255.64,0.126,0.9468,31,1e+20,1e+20,14,1.058,0,6207.12,8.31395,16.205143,905.766,14.5713,17.946003,8344.4,14.944408,1.49,3.001595,1e+20,1e+20,0,1e+20,1e+20,146600557793996679,999999,999999,611037690,0.003116,0.017688,0.005513,16.205143,0.003116,6207.12,0.009,1.1259,0.7751,-0.0609
0.116781,159.9653801897,-17.6593668766,55.794384,32.59231949,2M03431065+3235323,*,55.794384,32.59231949,IC 348,3,16,15.3,0.0771,10.6,0.235,4030.0,5.15,4.7,0.019,0.157,0.0075,1,0.468,1.02,0.468,1.02,1e+20,1e+20,2MASS J03431065+3235323,55.79440490981,32.59229225136,0.0014253,0.0009865,85.36,217479487260579456,55.79442694419,0.0656,32.59226614808,0.0487,3.0637,0.0734,41.7555,7.207,4.177,0.089,-5.873,0.063,247,2.9857,341.22,0.286,4.069,31,1e+20,1e+20,15,1.137,0,5129.04,12.5854,16.412275,697.404,13.5988,18.229832,6982.39,15.137885,1.497,3.091947,1e+20,1e+20,0,1e+20,1e+20,147110557943891336,999999,999999,613039133,0.003833,0.021354,0.008183,16.412275,0.003833,5129.04,0.003,1.4229,0.99,0.0606
0.043129,160.3622333843,-18.099384494,55.80715942,32.01253891,2M03431371+3200451,*,55.80715942,32.01253891,IC 348,2,16,14.8,0.117,9.95,0.394,4000.0,7.22,4.42,0.0311,0.252,0.0126,1,1.71,0.513,1.71,0.513,1e+20,1e+20,2MASS J03431371+3200451,55.80717216131,32.01254408746,0.00696,0.0047382,82.9,216685154533294336,55.8071937869,0.3594,32.01251543092,0.2614,3.3733,0.3797,8.8842,7.655,4.126,0.43,-6.448,0.303,201,-0.2435,250.26,1.162,2.583,95,1.0032,0.084,14,0.986,0,342.004,11.8327,19.352287,49.5943,10.9601,21.099962,647.224,17.720259,2.037,3.379704,1e+20,1e+20,0,1e+20,1e+20,146410558071525639,999999,999999,611037702,0.037665,0.239959,0.14023,19.326696,0.036793,350.161,0.501,6.9315,4.7799,0.0962
